"BoroCT2010","census_tract","borough","total_population","data"
3661026900,"Census Tract 269, New York County, New York"," New York County",8651,8651
3661027100,"Census Tract 271, New York County, New York"," New York County",9704,9704
3661027300,"Census Tract 273, New York County, New York"," New York County",6935,6935
3661027500,"Census Tract 275, New York County, New York"," New York County",3712,3712
3661027700,"Census Tract 277, New York County, New York"," New York County",7558,7558
3661027900,"Census Tract 279, New York County, New York"," New York County",11069,11069
3661028100,"Census Tract 281, New York County, New York"," New York County",3190,3190
3661028300,"Census Tract 283, New York County, New York"," New York County",7720,7720
3661028500,"Census Tract 285, New York County, New York"," New York County",7778,7778
3661028700,"Census Tract 287, New York County, New York"," New York County",4135,4135
3661029100,"Census Tract 291, New York County, New York"," New York County",12337,12337
3661029300,"Census Tract 293, New York County, New York"," New York County",9381,9381
3661029500,"Census Tract 295, New York County, New York"," New York County",8164,8164
3661029700,"Census Tract 297, New York County, New York"," New York County",48,48
3661029900,"Census Tract 299, New York County, New York"," New York County",4581,4581
3661030300,"Census Tract 303, New York County, New York"," New York County",4670,4670
3661030700,"Census Tract 307, New York County, New York"," New York County",3495,3495
3661030900,"Census Tract 309, New York County, New York"," New York County",9398,9398
3661031100,"Census Tract 311, New York County, New York"," New York County",0,0
3661031703,"Census Tract 317.03, New York County, New York"," New York County",8875,8875
3661031704,"Census Tract 317.04, New York County, New York"," New York County",6887,6887
3661031900,"Census Tract 319, New York County, New York"," New York County",0,0
