"GEOID","census_tract","borough","total_population","non_family"
36081079300,"Census Tract 793, Queens County, New York"," Queens County",0,NA
36081079701,"Census Tract 797.01, Queens County, New York"," Queens County",7057,0.407130124777184
36081079702,"Census Tract 797.02, Queens County, New York"," Queens County",4914,0.212818917237088
36081079900,"Census Tract 799, Queens County, New York"," Queens County",3405,0.196215139442231
36081080301,"Census Tract 803.01, Queens County, New York"," Queens County",4855,0.217754172989378
36081080302,"Census Tract 803.02, Queens County, New York"," Queens County",3538,0.159663865546218
36081080900,"Census Tract 809, Queens County, New York"," Queens County",7181,0.335405998536942
36081081400,"Census Tract 814, Queens County, New York"," Queens County",3978,0.145790554414784
36081081800,"Census Tract 818, Queens County, New York"," Queens County",4381,0.110266159695817
36081083700,"Census Tract 837, Queens County, New York"," Queens County",5523,0.198830409356725
36081083800,"Census Tract 838, Queens County, New York"," Queens County",6247,0.13469387755102
36081084000,"Census Tract 840, Queens County, New York"," Queens County",6455,0.117710005350455
36081084500,"Census Tract 845, Queens County, New York"," Queens County",4484,0.479017400204708
36081084601,"Census Tract 846.01, Queens County, New York"," Queens County",2671,0.218434343434343
36081084602,"Census Tract 846.02, Queens County, New York"," Queens County",1256,0.124087591240876
36081084900,"Census Tract 849, Queens County, New York"," Queens County",7392,0.179245283018868
36081085300,"Census Tract 853, Queens County, New York"," Queens County",4526,0.472996020466174
36081085500,"Census Tract 855, Queens County, New York"," Queens County",6375,0.302496930004093
36081085700,"Census Tract 857, Queens County, New York"," Queens County",5753,0.29228998849252
36081085900,"Census Tract 859, Queens County, New York"," Queens County",5267,0.332808398950131
36081086100,"Census Tract 861, Queens County, New York"," Queens County",2178,0.294685990338164
36081086300,"Census Tract 863, Queens County, New York"," Queens County",6845,0.342682926829268
36081086400,"Census Tract 864, Queens County, New York"," Queens County",2887,0.19
36081086500,"Census Tract 865, Queens County, New York"," Queens County",4381,0.433074935400517
36081086900,"Census Tract 869, Queens County, New York"," Queens County",2350,0.304575163398693
36081087100,"Census Tract 871, Queens County, New York"," Queens County",2316,0.355555555555556
36081088400,"Census Tract 884, Queens County, New York"," Queens County",7279,0.252397391637898
36081088901,"Census Tract 889.01, Queens County, New York"," Queens County",10346,0.281851400730816
36081089200,"Census Tract 892, Queens County, New York"," Queens County",8047,0.121131066106229
36081090700,"Census Tract 907, Queens County, New York"," Queens County",1212,0.374701670644391
36081091601,"Census Tract 916.01, Queens County, New York"," Queens County",4006,0.343421052631579
36081091602,"Census Tract 916.02, Queens County, New York"," Queens County",0,NA
36081091800,"Census Tract 918, Queens County, New York"," Queens County",8,0
36081091900,"Census Tract 919, Queens County, New York"," Queens County",6317,0.247853463079565
36081092200,"Census Tract 922, Queens County, New York"," Queens County",2088,0.23046357615894
36081092500,"Census Tract 925, Queens County, New York"," Queens County",3821,0.247714048212801
36081092800,"Census Tract 928, Queens County, New York"," Queens County",3283,0.196044711951849
36081092900,"Census Tract 929, Queens County, New York"," Queens County",6716,0.223070017953321
36081093401,"Census Tract 934.01, Queens County, New York"," Queens County",3809,0.328335832083958
36081093402,"Census Tract 934.02, Queens County, New York"," Queens County",3841,0.459208899876391
36081093800,"Census Tract 938, Queens County, New York"," Queens County",5396,0.528978840846366
36081093900,"Census Tract 939, Queens County, New York"," Queens County",4978,0.262925598991173
36081094201,"Census Tract 942.01, Queens County, New York"," Queens County",3347,0.434343434343434
36081094202,"Census Tract 942.02, Queens County, New York"," Queens County",4686,0.247566909975669
36081094203,"Census Tract 942.03, Queens County, New York"," Queens County",5586,0.479329608938547
36081094500,"Census Tract 945, Queens County, New York"," Queens County",4127,0.242718446601942
36081094700,"Census Tract 947, Queens County, New York"," Queens County",2699,0.155963302752294
36081095400,"Census Tract 954, Queens County, New York"," Queens County",5221,0.202061855670103
36081096400,"Census Tract 964, Queens County, New York"," Queens County",4153,0.226283048211509
36081097202,"Census Tract 972.02, Queens County, New York"," Queens County",2634,0.354948805460751
36081097203,"Census Tract 972.03, Queens County, New York"," Queens County",6557,0.267233661593554
36081097204,"Census Tract 972.04, Queens County, New York"," Queens County",4052,0.269196025293586
36081097300,"Census Tract 973, Queens County, New York"," Queens County",1992,0.218926553672316
36081098100,"Census Tract 981, Queens County, New York"," Queens County",2436,0.153459119496855
36081098700,"Census Tract 987, Queens County, New York"," Queens County",2596,0.265934065934066
36081099100,"Census Tract 991, Queens County, New York"," Queens County",6234,0.366594360086768
36081099200,"Census Tract 992, Queens County, New York"," Queens County",4291,0.293754818812645
36081099701,"Census Tract 997.01, Queens County, New York"," Queens County",2559,0.439252336448598
36081099703,"Census Tract 997.03, Queens County, New York"," Queens County",3858,0.384742951907131
36081099704,"Census Tract 997.04, Queens County, New York"," Queens County",7240,0.453622392974753
36081099705,"Census Tract 997.05, Queens County, New York"," Queens County",2720,0.272030651340996
36081099801,"Census Tract 998.01, Queens County, New York"," Queens County",7455,0.320998662505573
36081099802,"Census Tract 998.02, Queens County, New York"," Queens County",5391,0.600604001510004
36081099900,"Census Tract 999, Queens County, New York"," Queens County",0,NA
36081100801,"Census Tract 1008.01, Queens County, New York"," Queens County",2277,0.258223684210526
36081100802,"Census Tract 1008.02, Queens County, New York"," Queens County",9029,0.153503442689348
36081101001,"Census Tract 1010.01, Queens County, New York"," Queens County",11028,0.36518771331058
36081101002,"Census Tract 1010.02, Queens County, New York"," Queens County",4311,0.506410256410256
36081101700,"Census Tract 1017, Queens County, New York"," Queens County",6078,0.264204545454545
36081102900,"Census Tract 1029, Queens County, New York"," Queens County",3714,0.283763277693475
36081103201,"Census Tract 1032.01, Queens County, New York"," Queens County",7161,0.163636363636364
36081103202,"Census Tract 1032.02, Queens County, New York"," Queens County",7195,0.195414847161572
36081103300,"Census Tract 1033, Queens County, New York"," Queens County",4044,0.264520643806858
36081103900,"Census Tract 1039, Queens County, New York"," Queens County",6734,0.180351210251542
36081104700,"Census Tract 1047, Queens County, New York"," Queens County",6664,0.329626687847498
36081105900,"Census Tract 1059, Queens County, New York"," Queens County",3881,0.221613155833986
36081107201,"Census Tract 1072.01, Queens County, New York"," Queens County",2112,0.367541766109785
36081107202,"Census Tract 1072.02, Queens County, New York"," Queens County",0,NA
36081108500,"Census Tract 1085, Queens County, New York"," Queens County",2496,0.314405888538381
36081109300,"Census Tract 1093, Queens County, New York"," Queens County",3216,0.111111111111111
36081109700,"Census Tract 1097, Queens County, New York"," Queens County",1633,0.37007874015748
36081109900,"Census Tract 1099, Queens County, New York"," Queens County",3903,0.208709942481512
36081111300,"Census Tract 1113, Queens County, New York"," Queens County",2476,0.303357314148681
36081112300,"Census Tract 1123, Queens County, New York"," Queens County",2344,0.35234474017744
36081112900,"Census Tract 1129, Queens County, New York"," Queens County",2252,0.305869074492099
36081113300,"Census Tract 1133, Queens County, New York"," Queens County",1729,0.246329526916803
36081113900,"Census Tract 1139, Queens County, New York"," Queens County",3399,0.418207681365576
36081114100,"Census Tract 1141, Queens County, New York"," Queens County",2337,0.171290711700844
36081114700,"Census Tract 1147, Queens County, New York"," Queens County",1802,0.252459016393443
36081115100,"Census Tract 1151, Queens County, New York"," Queens County",1189,0.163434903047091
36081115500,"Census Tract 1155, Queens County, New York"," Queens County",2350,0.261183261183261
36081115700,"Census Tract 1157, Queens County, New York"," Queens County",3515,0.246305418719212
36081115900,"Census Tract 1159, Queens County, New York"," Queens County",4340,0.222707423580786
36081116100,"Census Tract 1161, Queens County, New York"," Queens County",4657,0.255074424898512
36081116300,"Census Tract 1163, Queens County, New York"," Queens County",9062,0.29938605994944
36081116700,"Census Tract 1167, Queens County, New York"," Queens County",1990,0.292724196277496
36081117100,"Census Tract 1171, Queens County, New York"," Queens County",2813,0.303941908713693
36081117500,"Census Tract 1175, Queens County, New York"," Queens County",5027,0.299682875264271
36081118100,"Census Tract 1181, Queens County, New York"," Queens County",1577,0.298747763864043
36081118500,"Census Tract 1185, Queens County, New York"," Queens County",2186,0.19047619047619
36081118700,"Census Tract 1187, Queens County, New York"," Queens County",2404,0.227393617021277
36081118900,"Census Tract 1189, Queens County, New York"," Queens County",2556,0.120910384068279
36081119100,"Census Tract 1191, Queens County, New York"," Queens County",3420,0.200199203187251
36081119300,"Census Tract 1193, Queens County, New York"," Queens County",2079,0.263908701854494
36081119500,"Census Tract 1195, Queens County, New York"," Queens County",1412,0.136792452830189
36081119900,"Census Tract 1199, Queens County, New York"," Queens County",1520,0.2
36081120100,"Census Tract 1201, Queens County, New York"," Queens County",1617,0.229122055674518
36081120300,"Census Tract 1203, Queens County, New York"," Queens County",1734,0.109243697478992
36081120500,"Census Tract 1205, Queens County, New York"," Queens County",2747,0.227366255144033
36081120700,"Census Tract 1207, Queens County, New York"," Queens County",2781,0.178034682080925
36081121100,"Census Tract 1211, Queens County, New York"," Queens County",0,NA
36081121500,"Census Tract 1215, Queens County, New York"," Queens County",4434,0.105008077544426
36081122300,"Census Tract 1223, Queens County, New York"," Queens County",3556,0.225438596491228
