"GEOID","census_tract","borough","total_population","disability"
36061015500,"Census Tract 155, New York County, New York"," New York County",10151,0.0538863166190523
36061015601,"Census Tract 156.01, New York County, New York"," New York County",5408,0.047162720781661
36061015602,"Census Tract 156.02, New York County, New York"," New York County",2217,0.0969267139479905
36061015700,"Census Tract 157, New York County, New York"," New York County",9521,0.0785631761369604
36061015801,"Census Tract 158.01, New York County, New York"," New York County",5799,0.0562165890670805
36061015802,"Census Tract 158.02, New York County, New York"," New York County",4808,0.0406165382212039
36061015900,"Census Tract 159, New York County, New York"," New York County",9120,0.0884868421052632
36061016001,"Census Tract 160.01, New York County, New York"," New York County",3861,0.0608650608650609
36061016002,"Census Tract 160.02, New York County, New York"," New York County",3562,0.0364963503649635
36061016100,"Census Tract 161, New York County, New York"," New York County",6189,0.060106640814348
36061016200,"Census Tract 162, New York County, New York"," New York County",9195,0.199325059873721
36061016300,"Census Tract 163, New York County, New York"," New York County",7101,0.0913461538461538
36061016400,"Census Tract 164, New York County, New York"," New York County",6901,0.107085929575424
36061016500,"Census Tract 165, New York County, New York"," New York County",6760,0.0968934911242604
36061016600,"Census Tract 166, New York County, New York"," New York County",7313,0.116915082729386
36061016700,"Census Tract 167, New York County, New York"," New York County",6468,0.0773036487322202
36061016800,"Census Tract 168, New York County, New York"," New York County",4693,0.157453109575518
36061016900,"Census Tract 169, New York County, New York"," New York County",7864,0.0756612410986775
36061017000,"Census Tract 170, New York County, New York"," New York County",7824,0.114519427402863
36061017100,"Census Tract 171, New York County, New York"," New York County",9135,0.0506841817186645
36061017200,"Census Tract 172, New York County, New York"," New York County",5655,0.0857648099027409
36061017300,"Census Tract 173, New York County, New York"," New York County",8486,0.129271741692199
36061017401,"Census Tract 174.01, New York County, New York"," New York County",4127,0.175193411529823
36061017402,"Census Tract 174.02, New York County, New York"," New York County",2309,0.122130792550888
36061017500,"Census Tract 175, New York County, New York"," New York County",10840,0.0769378541926808
36061017700,"Census Tract 177, New York County, New York"," New York County",9522,0.11447174963243
36061017800,"Census Tract 178, New York County, New York"," New York County",3825,0.0810457516339869
36061017900,"Census Tract 179, New York County, New York"," New York County",9064,0.0904677846425419
36061018000,"Census Tract 180, New York County, New York"," New York County",8275,0.12821752265861
36061018100,"Census Tract 181, New York County, New York"," New York County",9008,0.150865896980462
36061018200,"Census Tract 182, New York County, New York"," New York County",7206,0.141548709408826
36061018300,"Census Tract 183, New York County, New York"," New York County",8232,0.120758847136082
36061018400,"Census Tract 184, New York County, New York"," New York County",7796,0.140456644433043
36061018500,"Census Tract 185, New York County, New York"," New York County",5174,0.100115964437572
36061018600,"Census Tract 186, New York County, New York"," New York County",7310,0.128774048588681
36061018700,"Census Tract 187, New York County, New York"," New York County",8310,0.080077182826821
36061018800,"Census Tract 188, New York County, New York"," New York County",5452,0.147468818782098
36061018900,"Census Tract 189, New York County, New York"," New York County",12825,0.170986145069275
36061019000,"Census Tract 190, New York County, New York"," New York County",3194,0.121477770820288
36061019100,"Census Tract 191, New York County, New York"," New York County",9545,0.0722687294691109
36061019200,"Census Tract 192, New York County, New York"," New York County",4066,0.145597638957206
36061019300,"Census Tract 193, New York County, New York"," New York County",9327,0.168691538544243
36061019400,"Census Tract 194, New York County, New York"," New York County",6861,0.191371520186562
36061019500,"Census Tract 195, New York County, New York"," New York County",7608,0.0569137749737119
36061019600,"Census Tract 196, New York County, New York"," New York County",4327,0.165289256198347
36061019701,"Census Tract 197.01, New York County, New York"," New York County",939,0.103410341034103
36061019702,"Census Tract 197.02, New York County, New York"," New York County",2127,0.100611189468735
36061019800,"Census Tract 198, New York County, New York"," New York County",2513,0.151213688818146
36061019900,"Census Tract 199, New York County, New York"," New York County",9722,0.0540453767123288
36061020000,"Census Tract 200, New York County, New York"," New York County",3176,0.0867912575229648
36061020101,"Census Tract 201.01, New York County, New York"," New York County",1807,0.0376314333148866
36061020102,"Census Tract 201.02, New York County, New York"," New York County",4290,0.0867132867132867
36061020300,"Census Tract 203, New York County, New York"," New York County",3142,0.050604710375557
36061020500,"Census Tract 205, New York County, New York"," New York County",5069,0.0512921680804892
36061020600,"Census Tract 206, New York County, New York"," New York County",2949,0.184469311631061
36061020701,"Census Tract 207.01, New York County, New York"," New York County",3392,0.0456957547169811
36061020800,"Census Tract 208, New York County, New York"," New York County",5320,0.106203007518797
36061020901,"Census Tract 209.01, New York County, New York"," New York County",4064,0.148375984251968
36061021000,"Census Tract 210, New York County, New York"," New York County",7084,0.145821569734613
36061021100,"Census Tract 211, New York County, New York"," New York County",10211,0.110958769953971
36061021200,"Census Tract 212, New York County, New York"," New York County",4412,0.17618933779584
36061021303,"Census Tract 213.03, New York County, New York"," New York County",6087,0.0992278626581239
36061021400,"Census Tract 214, New York County, New York"," New York County",3007,0.140671765879614
36061021500,"Census Tract 215, New York County, New York"," New York County",3756,0.0862619808306709
36061021600,"Census Tract 216, New York County, New York"," New York County",8413,0.0878153260352213
36061021703,"Census Tract 217.03, New York County, New York"," New York County",8,0
36061021800,"Census Tract 218, New York County, New York"," New York County",7569,0.121019949795217
36061021900,"Census Tract 219, New York County, New York"," New York County",6401,0.150919666719069
36061022000,"Census Tract 220, New York County, New York"," New York County",5379,0.0864472950362521
36061022102,"Census Tract 221.02, New York County, New York"," New York County",2351,0.117822203317737
36061022200,"Census Tract 222, New York County, New York"," New York County",3089,0.090879157062891
36061022301,"Census Tract 223.01, New York County, New York"," New York County",7967,0.0936362495293084
36061022302,"Census Tract 223.02, New York County, New York"," New York County",3432,0.146270396270396
36061022400,"Census Tract 224, New York County, New York"," New York County",7962,0.147199196181864
36061022500,"Census Tract 225, New York County, New York"," New York County",10269,0.129321258155614
36061022600,"Census Tract 226, New York County, New York"," New York County",4235,0.134826107670319
36061022700,"Census Tract 227, New York County, New York"," New York County",5319,0.10396691107351
36061022800,"Census Tract 228, New York County, New York"," New York County",5814,0.146886824905401
36061022900,"Census Tract 229, New York County, New York"," New York County",8598,0.106420097697139
36061023000,"Census Tract 230, New York County, New York"," New York County",9259,0.146884112755157
36061023100,"Census Tract 231, New York County, New York"," New York County",6890,0.0754470126471871
36061023200,"Census Tract 232, New York County, New York"," New York County",8370,0.136559139784946
36061023300,"Census Tract 233, New York County, New York"," New York County",6808,0.106786133960047
36061023400,"Census Tract 234, New York County, New York"," New York County",5225,0.0914832535885167
36061023501,"Census Tract 235.01, New York County, New York"," New York County",6647,0.113133744546412
36061023502,"Census Tract 235.02, New York County, New York"," New York County",1840,0.161413043478261
36061023600,"Census Tract 236, New York County, New York"," New York County",7004,0.167382588774341
36061023700,"Census Tract 237, New York County, New York"," New York County",7450,0.130843632455669
36061023801,"Census Tract 238.01, New York County, New York"," New York County",9403,0.119447299303414
36061023802,"Census Tract 238.02, New York County, New York"," New York County",2380,0.150273224043716
36061023900,"Census Tract 239, New York County, New York"," New York County",2810,0.129893238434164
36061024000,"Census Tract 240, New York County, New York"," New York County",1688,0.531914893617021
36061024100,"Census Tract 241, New York County, New York"," New York County",7911,0.133485020857035
36061024200,"Census Tract 242, New York County, New York"," New York County",3972,0.134874269748539
36061024301,"Census Tract 243.01, New York County, New York"," New York County",3926,0.154334038054968
36061024302,"Census Tract 243.02, New York County, New York"," New York County",7239,0.19574526868352
36061024500,"Census Tract 245, New York County, New York"," New York County",16231,0.157045160495348
36061024700,"Census Tract 247, New York County, New York"," New York County",7960,0.171356783919598
36061024900,"Census Tract 249, New York County, New York"," New York County",1324,0.147280966767372
36061025100,"Census Tract 251, New York County, New York"," New York County",2629,0.149106124001521
36061025300,"Census Tract 253, New York County, New York"," New York County",12189,0.132725180802104
36061025500,"Census Tract 255, New York County, New York"," New York County",5420,0.0984186046511628
36061025700,"Census Tract 257, New York County, New York"," New York County",4446,0.0838956365272155
